IdCompra,IdPropietario,IdDocumento,NoDocumento,IdProveedor,RetencionRenta,Concepto,IdTipoCompra,DeducibleServiciosMedicos,DeducibleColegiatura,DeducibleCombustible,DeducibleDonaciones
2266,2,3,426,230,FALSO,"Compra de Materiales para Remodelacion
10 Bolsas de Cemento Cessa.-",3,FALSO,FALSO,FALSO,FALSO
2267,1,3,2317281,124,FALSO,"Compra de Combustibles y Lubricantes
 Gasolina premiun  con Techrom",3,FALSO,FALSO,FALSO,FALSO
2268,1,3,234,25,FALSO,"Valor pago de Lavado de Ropa a maquina
5 Pantalones Clasicos",3,FALSO,FALSO,FALSO,FALSO
2269,1,3,64331,24,FALSO,"Compra de Alimentos Ya Elaborados
1 Gaseosa Coca Cola Light
1 Jugo de Naranja
2 Filetes de Salmón Asado",3,FALSO,FALSO,FALSO,FALSO
2270,1,3,976,1,FALSO,"Compra de Medicamentos
Amaryl
Cozaar 100mg",3,FALSO,FALSO,FALSO,FALSO
2271,2,3,29510,111,FALSO,"Compra de Combustibles y Lubricantes
Super gasolina defenda",3,FALSO,FALSO,FALSO,FALSO
2272,5,3,1944837,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
2273,1,3,2320782,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
2274,1,3,35425,67,FALSO,"Compra de Materiales para Remodelcaines pequeñas
cuatro Vidrios Solaire Calros.",3,FALSO,FALSO,FALSO,FALSO
2275,2,3,38743,111,FALSO,"Compra de Combustibles y Lubricantes
Gasolina defenda",3,FALSO,FALSO,FALSO,FALSO
2276,2,3,34635,111,FALSO,"Compra de Combustibles y Lubericantes
Super Gasoliona defenda",3,FALSO,FALSO,FALSO,FALSO
2277,1,3,302253,23,FALSO,"Valor pago de Factura por consumo de Internet
Hasta Noviembre 27.",3,FALSO,FALSO,FALSO,FALSO
2278,2,3,26864,79,FALSO,"Compra de Accesorios para Limpieza
Espuma Limpiadora",3,FALSO,FALSO,FALSO,FALSO
2279,2,3,1340,90,FALSO,"Compra de Accesorios varios
Screen Cleaner 2000 Q&S",3,FALSO,FALSO,FALSO,FALSO
2280,2,3,41484,244,FALSO,"Compra de Telas
Franelon Rojo",3,FALSO,FALSO,FALSO,FALSO
2281,1,1,421562,202,FALSO,"Compra Solkicitud de Chequera serie ""A"" de
50 Cheques",4,FALSO,FALSO,FALSO,FALSO
2283,2,1,1826494,40,FALSO,"Valor pago de Factura por Consumo de Cable en la casa Ubicada en Colonia Uila 13 Avenida Sur, 10 Calle Oriente #32, Santa Tecla.-",3,FALSO,FALSO,FALSO,FALSO
2284,1,1,97265,53,FALSO,"Compra de Materiales
10 Bolsas de Cemento Cessa
1 Yarda Saranda 8x8",3,FALSO,FALSO,FALSO,FALSO
2285,1,3,2323127,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
2286,2,3,460,230,FALSO,"Compra de Materiales
10 Bolsas de Cemento",3,FALSO,FALSO,FALSO,FALSO
2287,5,3,229841,50,FALSO,"Compra 
1 Pin alo",3,FALSO,FALSO,FALSO,FALSO
2288,4,3,183,245,FALSO,"1 Bussines Suite
1 Menbresia t03.sv
1 Manejo y envio
1 Activación Mav
1 Mes Mantto Mav",3,FALSO,FALSO,FALSO,FALSO
2289,2,3,23219,83,FALSO,"Compra de Servicios para Automobil
Castrol System Blend
Oil System Cleaner
Filtro Para Aceite",3,FALSO,FALSO,FALSO,FALSO
2290,2,1,13533,5,FALSO,"Compra de Materiales de Construcción
8 Bolsas de Cemento Cessa
2 Tabla de Pino
3 Libras de Alambre de Amarre
2 Libras de Calvo
3 Barrillas de Hierro Liso Corinca
7 Barrillas de Hierro Corrugado 3/8 Corinca
1 Pegamento Tangit",3,FALSO,FALSO,FALSO,FALSO
2291,1,3,2329305,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
2292,1,3,23248,83,FALSO,"Compra de Servicios para Automobil
Castro Limpiador Liquido Frenos
 Castro Full Syntec
Oil System
Bujias Bosh
Filtro para Aceite
Cambio de Bujias",3,FALSO,FALSO,FALSO,FALSO
2293,4,3,78152,101,FALSO,Plan Nº 94 Estudio Impresor Terminal 6 Fotos,3,FALSO,FALSO,FALSO,FALSO
2294,1,3,2330639,124,FALSO,"Compra  de Combusatibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
2295,2,3,473,230,FALSO,"Compra de Materiales de Construcción
10 Bolsas de Cemento Cessa",3,FALSO,FALSO,FALSO,FALSO
2296,2,3,42493,111,FALSO,"Compra de Cvombustibles y Lubriacantes
Gasolina super defenda",3,FALSO,FALSO,FALSO,FALSO
2297,1,3,12,213,FALSO,"Compra de Medicamentos
Cozaar 100mg
Amaryl 4mg
Glucophage",3,FALSO,FALSO,FALSO,FALSO
2298,5,3,12571,145,FALSO,"Compra de Combuxtibles y Lubricantes
Gasolina premiun con techron full",3,FALSO,FALSO,FALSO,FALSO
2299,1,3,5156540,3,FALSO,Valor pago de recibo de Teléfono en la casa Ubicada en 7a Calle Oriente 3-4 de Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
2300,2,3,5156530,3,FALSO,Valor pago de recibo de Teléfono de la Oficina U bicada en 5a Avenida Norte 4-2 de Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
2301,1,3,1266,28,FALSO,"Compra de Papelería y Utile4s
1 Resma de papel Bond Tamaño Carta",3,FALSO,FALSO,FALSO,FALSO
2302,1,3,1267,28,FALSO,"Compra de Papelria y Útiles
1 Resma de Papel Bond Tamño Carta",3,FALSO,FALSO,FALSO,FALSO
2303,1,1,27403249,12,FALSO,Valor pago de Impuestops de Alcladia de la Casa Ubicada en 7a Calle Oriente 3-4 de Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
2304,1,1,27403249,12,FALSO,Valor pago de Consumo de Energía Eléctrica de la Casa Ubicada en 7a Calle Oriente 3-4 de Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
2305,2,1,27403252,12,FALSO,Valor pago de Consumo de Energía Eléctrica de la Oficina Ubicada en 5a Avenida Norte 4-2 de Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
2306,2,3,1576,90,FALSO,"Papelería y Útiles
Compra de Cartuchos de Tinta y Cinta para impresores
1 Cartucho ecoprint c8727A
1 Cartucho HP C6625A ECOPRINT
1 Cartucho Ecoprint HP C6615D
1 Cinta Qualitek KXP115.",3,FALSO,FALSO,FALSO,FALSO
2307,5,3,1967705,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron full",3,FALSO,FALSO,FALSO,FALSO
2308,1,3,24737,11,FALSO,"Compra de Medicamentos
1 Advantage
Lancetas",3,FALSO,FALSO,FALSO,FALSO
2310,2,1,14424,246,FALSO,"Compra de Materiales de Consatrucción
6 Bolsas de Cemento Cessa
Clavo Acero Barllla",3,FALSO,FALSO,FALSO,FALSO
2311,2,3,16210,246,FALSO,"Compra de Materiales de Construcción
Metros de arena
Bolsas de Cemento Cessa",3,FALSO,FALSO,FALSO,FALSO
2312,2,3,6,213,FALSO,"Compra de Medicamentos
Aceite de Omega
Vitoryn
Co-Diovan
Juguetes",3,FALSO,FALSO,FALSO,FALSO
2313,2,1,27341164,12,FALSO,"Valor pago de Factura de Consumo de Energía Eléctrica  de la Casa Ubicada en Colonia Utila, Santa Tecla, La Libertad",3,FALSO,FALSO,FALSO,FALSO
2314,2,1,27341164,12,FALSO,"Valor pago de Impuestos de Alcaldía de la Casa Ubicada en Colonia Utila Santa Tecla, La Libertad.",3,FALSO,FALSO,FALSO,FALSO
2315,1,3,493,230,FALSO,"Compra de Materiales para Remodelación de  Apartamentos Sosa.-
5 Bolasa de Cemento Cessa.-",3,FALSO,FALSO,FALSO,FALSO
2316,3,3,8164618,12,FALSO,"Valor pago de Consumo de Energía Eléctrica de l Rancho Ubicado en Playa San Diego, La Libertad",3,FALSO,FALSO,FALSO,FALSO
2317,2,1,67713174,3,FALSO,"Valor pago de Recibo de Teléfono de Casa Utila, Santa Tecla.-
Correspondiente al mes de Diciembre de 2007.-",3,FALSO,FALSO,FALSO,FALSO
2318,1,3,2048,18,FALSO,"1Compra de Materiales de Construcción
1 Bolsa de Cemento Cessa.-",3,FALSO,FALSO,FALSO,FALSO
2319,1,3,2338391,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
2320,1,3,4334,,FALSO,"Compra de Medicamentos
Clucometro
Glucometro
50 Prueba de Glucosa en Sangre Marca
 Lanceta Vitalgare
Galleta
Galleta",3,FALSO,FALSO,FALSO,FALSO
2321,1,1,67665,24,FALSO,"Cpompra de Alimentos Elaborados










Paleta Napolitana
Gaesosa Coca Cola Laight Botella
Jugo de Naranja
Filete de Salmón Asado.-",5,FALSO,FALSO,FALSO,FALSO
2322,1,3,2341865,124,FALSO,"Compra de Combustibles y Lubricante
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
2323,1,1,18142,246,FALSO,"Compra de Materiales de Construcción
1 Mtero de Arena
2 Bolsas de Cemento Cessa",3,FALSO,FALSO,FALSO,FALSO
2324,2,3,16875,41,FALSO,"Copmpra de Combustibles y Lubricantes
Gaolina energy super premiun 8000",3,FALSO,FALSO,FALSO,FALSO
2325,5,3,2016402,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techrom",3,FALSO,FALSO,FALSO,FALSO
2326,1,3,2344729,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiu con techron",3,FALSO,FALSO,FALSO,FALSO
2327,1,3,64,213,FALSO,"Compra de Medicinas
Amaryl 2.0 x 20 comprimidos
Amaryl 4mg x 20 comprimidos",3,FALSO,FALSO,FALSO,FALSO
2328,5,3,501142,162,FALSO,Valor pago manejo de Paqueteria,3,FALSO,FALSO,FALSO,FALSO
2329,1,1,1869680,40,FALSO,Valor pago de Facturas por Consumo de Cable en la casa Ubicada en 7a. Calle Oriente 3-4 de Santa Tecla.-,3,FALSO,FALSO,FALSO,FALSO
2330,2,1,1885772,40,FALSO,"Valor pago de Consumo de Cable en la casa Ubicada en Colobnia Utila, Santa Tecla.-",3,FALSO,FALSO,FALSO,FALSO
2331,2,1,7763545,3,FALSO,Valor pago de Factura por consumo de Línea fija en Teléfono Celulra Inalambrico a nombre de Claro.-,3,FALSO,FALSO,FALSO,FALSO
2332,1,3,303569,23,FALSO,"Valor pago de Factura por Consumo de Internet en la casa Ubicada en 7a Calle Oriente 3-4 de Santa Tecla.-
Correspondiente al mes de Diciembre de 2007.-",3,FALSO,FALSO,FALSO,FALSO
2333,2,1,21184,248,FALSO,"Compras Varias
2 Canastas Mono Frost",3,FALSO,FALSO,FALSO,FALSO
2334,2,1,421538,202,FALSO,"Compra y Solicitud de Chequera
Compra de tres Chequera Serie ""A"" DE (50 Cheques)",3,FALSO,FALSO,FALSO,FALSO
2335,1,1,66369,24,FALSO,"Compra de Alimentos Ya Elaborados
1 Gaseosa Coca Cola Laight
1 Jugo de Naranja+
1 Milk Shake de Fresa
3 Filetes de Salmón Asado",3,FALSO,FALSO,FALSO,FALSO
2336,2,3,54,166,FALSO,"Por Servicios Prefesionales
 a su Persona",3,FALSO,FALSO,FALSO,FALSO
2337,1,3,2350286,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
2338,4,3,234,245,FALSO,Pago de un mes de Mantto Mav,3,FALSO,FALSO,FALSO,FALSO
2339,5,3,503320,162,FALSO,Manejo de Paqueteria a Aeropuerto,3,FALSO,FALSO,FALSO,FALSO
2340,1,1,5982776,13,FALSO,"Valor pago de Factura por Consumo de Agua Potable en la casa Ubicada en 7a. Calle Oriente 3-4 de Santa Tecla.-
Correspondiente al mes de Enero 2008.-",3,FALSO,FALSO,FALSO,FALSO
2341,2,1,5982669,13,FALSO,"Valor pago de Factura por Consumo de Agua Potable en la Ofgicina ubicada en 5a Avenida Nort 4-2 de Santa Tecla.-
Correspondiente al mes de Enero de 2008.-",3,FALSO,FALSO,FALSO,FALSO
2342,5,3,569444,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techrom full",3,FALSO,FALSO,FALSO,FALSO
2343,1,3,5195430,3,FALSO,"Valor pago de Factura de Teléfono de Línea fija de la casa Ubicada en 7a Calle Oriente 3-4 de Santa Tecla.-
Correspondiente al mes de Enero 2008.-",3,FALSO,FALSO,FALSO,FALSO
2344,2,3,5195420,3,FALSO,"Valor pago de Consumo de Teléfono de Línea fija en la Oficina Ubicada en 5a Avenida Norte 4-2 de Santa Tecla.-
Correspondiente al mes de Enero de 2007.-",4,FALSO,FALSO,FALSO,FALSO
2345,2,3,577702,124,FALSO,"Compra de Combustibles y Lubricantes
Gasolina premiun con techron",3,FALSO,FALSO,FALSO,FALSO
2346,2,1,6198941,13,FALSO,"Valor pago de Consumo de Agua Potable en  la Casa Ubicada en Colonia Utila Santa Tecla.-
Correspondiente al mes de Enero de 2008.-",3,FALSO,FALSO,FALSO,FALSO
2347,2,3,68199088,3,FALSO,"Valor pago de Consumo de Teléfono de linea fija de la casa Ubicada en Colonia Utila Santa Tecla.-
Correspondiente al mes de Enero de 2008.-.",3,FALSO,FALSO,FALSO,FALSO
2348,1,3,114041,63,FALSO,Compra de Televisor Pantalla Plana LCD KDL4083,3,FALSO,FALSO,FALSO,FALSO
2350,1,3,42968,249,FALSO,"Compra de cables para televisor
Cable 12 pies S-VIDEO 4P*4P DIN M.
Cable 17-1640 RCAP2*RCAP2
Cable Brd RCAP3*RCAP3 6 pies
Cable c/conector HDMI*HDMI 6 pies",3,FALSO,FALSO,FALSO,FALSO
2351,1,3,664,25,FALSO,"Planchado de ropa
Pantalón clásico
3 GRCDF
GR # DC
Ud DC",2,FALSO,FALSO,FALSO,FALSO
2352,1,1,40895,213,FALSO,"Compra de medicinas
Amaryl 4mg. X 20 comprimidos",2,VERDADERO,FALSO,FALSO,FALSO
2353,1,3,196170,100,FALSO,"1 Regleta Protectora de 6 salidas
3 Adaptadores polarizados",3,FALSO,FALSO,FALSO,FALSO
2354,1,3,2361484,124,FALSO,Compra de gasolina Premium con Teckron,1,FALSO,FALSO,FALSO,FALSO
2355,1,3,58731,67,FALSO,"Compra de materiales
Codo PVC 1.1/4"" x 90 PSI Liso
Codo PVC 3/4"" x 90 PSI Liso
Tubo PVC 1.1/4"" x 160 PSI
Tubo PVC 3/4"" x 250 PSI 
Unión PVC 1""",2,FALSO,FALSO,FALSO,FALSO
2356,1,1,6159,63,FALSO,Compra de frutas,2,FALSO,FALSO,FALSO,FALSO
2357,1,3,37954,67,FALSO,"Compra de accesorios
Adaptador macho 1"" PVC
Adaptador macho 3/4"" PVC
Unión PVC 1""",1,FALSO,FALSO,FALSO,FALSO
2358,1,1,418612,202,FALSO,Venta de 2 Chequeras,4,FALSO,FALSO,FALSO,FALSO
2359,1,1,1929510,40,FALSO,Mes de señal de cable período 11/2007,3,FALSO,FALSO,FALSO,FALSO
2360,1,1,27698040,12,FALSO,Servicios de Energía Eléctrica para la casa ubicada en 7a. Calle Oriente No.3-4 Col. Santa Mónica.,3,FALSO,FALSO,FALSO,FALSO
2361,1,1,27698040,12,FALSO,"Pago de impuestos de alcaldía de la casa ubicada en 7a. Calle Oriente No.3-4, Col. Santa Mónica",3,FALSO,FALSO,FALSO,FALSO
2362,1,3,141,213,FALSO,"Compra de Medicamentos
Glucophae FTE 850 mg x 40 tab.
Amlosyn 10 mg. 30 tab.
Cozaar 100 mg. X 15 comprimidos",2,VERDADERO,FALSO,FALSO,FALSO
2363,1,1,66369,24,FALSO,"Compra de alimentos ya elaborados
1 Gaseosa Cocacola
1 Jugo de Naranja
1 Milk Shake de Fresa
1 Filete de Salmón Asado",2,FALSO,FALSO,FALSO,FALSO
2364,1,1,67665,24,FALSO,"Compra de alimentos ya elaborados
1 Arroz Napolitana
1 Gaseosa Cocacola Light
1 Jugo de Naranja
1 Filete de Salmón Asado",2,FALSO,FALSO,FALSO,FALSO
2365,1,1,65796,24,FALSO,"Compra de alimentos ya elaborados
1 Botella de Gaseosa Cocacola Light
1 Jugo de Naranja
1 Churrasco de 8 onz.
1 Corvina empanizada
1 Sandwich",2,FALSO,FALSO,FALSO,FALSO
2366,1,4,,24,FALSO,Cuota de Membresía del Club Tecleño,5,FALSO,FALSO,FALSO,FALSO
2367,1,3,762,25,FALSO,"Servicios de planchado
Pantalón 
Traje",2,FALSO,FALSO,FALSO,FALSO
2368,1,1,27716896,12,FALSO,"Pago de consumo de energía eléctrica para la casa ubicada en Calle Quequeisque Casa No. 41, Residencial Maya, Ciudad Merliot",3,FALSO,FALSO,FALSO,FALSO
2369,1,1,27716896,12,FALSO,"Pago de impuestos de alcaldia de casa ubicada en Calle Quequeisque, Casa No. 41, Residencial Maya, Ciudad Merliot.",3,FALSO,FALSO,FALSO,FALSO
2370,1,3,311583,23,FALSO,"Servicios de Internet
Internet hasta 512 kbps Precio Especial 28 Diciembre - 27 Enero.",3,FALSO,FALSO,FALSO,FALSO
2371,2,3,749590,250,FALSO,"Compra de Zapatos
1 par de Zapatos Negro
1 par deZapatos Bronce
1 par de Zapatos Azul",2,FALSO,FALSO,FALSO,FALSO
2372,2,3,3489,251,FALSO,Consumo de gasolina super,1,FALSO,FALSO,FALSO,FALSO
2373,2,1,27643954,12,FALSO,"Pago Servicio de energía eléctrica.
Casa ubicada en 13a. Av. Sur y 10a. Calle Oriente  No.32, Santa Tecla
Correspondiente a servicios prestados hasta el 30/01/2008",3,FALSO,FALSO,FALSO,FALSO
2374,2,3,4673,213,FALSO,"Compra de medicamento
Vytorin 10/20 Mg",2,VERDADERO,FALSO,FALSO,FALSO
2375,2,3,822353,63,FALSO,"Compra de un purificador de aire
Ionic Purifie",3,FALSO,FALSO,FALSO,FALSO
2376,2,1,27643954,12,FALSO,"Pago de Impuesto Municipales de casa ubicada en 13a. Av. Sur y 10a. Calle Oriente  No.32, Santa Tecla
Correspondiente a servicios prestados hasta el 15/01/2008",3,FALSO,FALSO,FALSO,FALSO
2377,2,3,200,44,FALSO,Compra de 3 zapatos,2,FALSO,FALSO,FALSO,FALSO
2378,2,1,27698042,12,FALSO,"Servicios por consumo de Energía Eléctrica en casa ubicada en 5a. Av. Nte. No. 4-2, Santa Tecla.",3,FALSO,FALSO,FALSO,FALSO
2379,2,1,07DS000F6355577,13,FALSO,"Pago por consumo de servicio de agua potable para casa ubicada en Finca Sn. Mauricio, Carretera a Santa Ana,  Kmt. 26, contiguo a Oxgasa, Calle de polvoi a Correl Blanco, Colón.",3,FALSO,FALSO,FALSO,FALSO
2380,2,1,5228,231,FALSO,"Medicamento.
Caja de tabletas Mega-Calcio",2,VERDADERO,FALSO,FALSO,FALSO
2381,2,3,2365173,124,FALSO,Compra de gasolina Premum Techron,2,FALSO,FALSO,FALSO,FALSO
2383,2,1,131755,253,FALSO,"Compra de Medicamento.
Dioxogen Ferson, 120 ml.",2,VERDADERO,FALSO,FALSO,FALSO
2385,2,4,176,254,FALSO,Donación,5,FALSO,FALSO,FALSO,VERDADERO
2386,2,3,2367970,124,FALSO,Compra de gasolina Premium Techron,1,FALSO,FALSO,FALSO,FALSO
2387,2,3,92,84,FALSO,"Reparación de Lavadora GE.
Cambio de faja, barra de transmisión, sellos de aceite y de agua, sellos de agua del tanque, bomba niveladora de agua.",3,FALSO,FALSO,FALSO,FALSO
2388,2,1,1945882,40,FALSO,"Mes de señal de cable para casa ubicada en Col. Utila, 13 Av. Sur, 10a. Calle Oriente.
Pago equivalente al período 12/2007.",3,FALSO,FALSO,FALSO,FALSO
2389,3,3,8169906,12,FALSO,"Pago de consumo de energía eléctrica para la casa ubicada en Nueva Lotificación Playa San Diego, Tercer Lote Orilla del Mar.",3,FALSO,FALSO,FALSO,FALSO
2390,4,4,234,24,FALSO,Cuota Membresia.,5,FALSO,FALSO,FALSO,FALSO
2391,5,4,,24,FALSO,"Cuota Mensual Membresía.
Correspondiente al mes de Diciembre del 2007",5,FALSO,FALSO,FALSO,FALSO
2392,5,3,589890,124,FALSO,Compra de Gasolina Premium Techron,2,FALSO,FALSO,FALSO,FALSO
2393,2,3,47,48,FALSO,"Parete de pago de Remodelación de Apartamentos ubicados en 12 Av. Nte.  No. 2-10, Santa Tecla.-",1,FALSO,FALSO,FALSO,FALSO
2394,2,3,545,230,FALSO,Compra de 4 bolsas de cemento CESSA,1,FALSO,FALSO,FALSO,FALSO
2395,2,3,540,230,FALSO,Compra de 4 bolsas de cemento CESSA,1,FALSO,FALSO,FALSO,FALSO
2396,2,3,537,230,FALSO,Compra de 2 bolsas de cemento CESSA,1,FALSO,FALSO,FALSO,FALSO
2397,4,3,4,245,FALSO,"Talonario clover
Talonario Mav.
Tarjetas de Presentación",3,FALSO,FALSO,FALSO,FALSO
2398,4,4,,24,FALSO,Cancelación de mes de Febrero del 2008,2,FALSO,FALSO,FALSO,FALSO
2400,4,1,511,256,FALSO,Consumo Pizza,5,FALSO,FALSO,FALSO,FALSO
2401,4,1,73469,24,FALSO,Consumo almuerzo,2,FALSO,FALSO,FALSO,FALSO
2403,1,3,443786,257,FALSO,"Gasolina, Premium con Techron",1,FALSO,FALSO,FALSO,FALSO
2404,1,3,4951,1,FALSO,Cozaar 100 mg. X 15 Comprim.,3,FALSO,FALSO,FALSO,FALSO
2405,1,1,,12,FALSO,"Pago de la Alcaldía casa ubicada en Calle Quequeisque, Casa N. 40, Residencial Maya, Ciudad Merliot",3,FALSO,FALSO,FALSO,FALSO
2406,1,3,314072,23,FALSO,Servicios de Internet del mes de Febrero del 2008,3,FALSO,FALSO,FALSO,FALSO
2407,1,3,5234168,23,FALSO,Pago de telefonía Telecom,3,FALSO,FALSO,FALSO,FALSO
2408,1,3,452536,257,FALSO,Gasolina Premium con Techron,1,FALSO,FALSO,FALSO,FALSO
2409,1,1,1989233,40,FALSO,"Mes de señal de cable período, 12/2007",3,FALSO,FALSO,FALSO,FALSO
2410,1,1,28000863,12,FALSO,"Pago de servicios de energía eléctrica, casa ubicada en 7a. Calle oriente no. 3-4, Santa Tecla",3,FALSO,FALSO,FALSO,FALSO
2411,1,1,28000863,12,FALSO,"Pago Municipal, Casa ubicada en 7a. Calle Oriente no. 3-4, Santa Tecla.",3,FALSO,FALSO,FALSO,FALSO
2412,1,3,230,1,FALSO,Amaryl 4Mg. X 20 comprim.,3,FALSO,FALSO,FALSO,FALSO
2413,1,3,94,1,FALSO,"Lorazepam 2Mg x 50 Tab.
Glucophage Fte 850Mg x 40 Tab.
Cozaar 100Mg. X 15 Comprim.",3,FALSO,FALSO,FALSO,FALSO
2414,1,4,,24,FALSO,Pago de membresía de Club Tecleño,2,FALSO,FALSO,FALSO,FALSO
2415,1,3,252,1,FALSO,Glucophage Fte. 850 Mg. X 40 Tab.,3,FALSO,FALSO,FALSO,FALSO
2416,1,3,463032,257,FALSO,Gasoliona Premiun con Techron.,2,FALSO,FALSO,FALSO,FALSO
2417,1,1,07DS000F6616846,13,FALSO,Pago Servicios equivalentes al mes de Febrero del 2008,3,FALSO,FALSO,FALSO,FALSO
2419,2,3,550,230,FALSO,13 Bolsas de Cemento.,1,FALSO,FALSO,FALSO,FALSO
2420,2,3,7932,227,FALSO,4 Bolsas de cemento Cessa,1,FALSO,FALSO,FALSO,FALSO
2421,2,3,2162,18,FALSO,2 Bolsas de Cemento Cessa,1,FALSO,FALSO,FALSO,FALSO
2422,2,1,07DS000F6616744,13,FALSO,"Pago Servicios de Agua Potable, casa ubicada en 5a. Av. Nte. Casa No. 4-2, Santa Tecla.",3,FALSO,FALSO,FALSO,FALSO
2423,2,3,101748,15,FALSO,"2 Colonial Anticorrosivo Negro
7 Tubo Tubo Industrial Cuadrado
1 Pieza Hierro Angulo 1/4 pulg.
3 Cintas Teflón
1 Botella Solvente Mineral
5.50 Electrodo Hierro Dulce",1,FALSO,FALSO,FALSO,FALSO
2424,2,3,421904,15,FALSO,"1 Pegamento PVC Tangit
3 Llave Manguera 1/2 pulg.
5 Codos PVC 1/2 pulg.",1,FALSO,FALSO,FALSO,FALSO
2425,2,3,422719,15,FALSO,"5 Focos de 40 Watts
1 Surtidor Impulso Plástico Estaca
3 Focos Fluor. Vela
2 Lamp. Cir. Fluor. Decottwist
5.50 WD-40 Aerosol
3 Brocha Cerda 4"".",1,FALSO,FALSO,FALSO,FALSO
2426,2,3,812341,15,FALSO,"2 Antic p/Estruc. Negro
2 Tubo Indust. Cuadrado.",1,FALSO,FALSO,FALSO,FALSO
2427,2,3,558554,15,FALSO,"1 Plg. Lámina Aluminio-Zinc C26.5
13 Plg. Lámina Aluminio-Zinc C26.6
12 Plg. Lámina Aluminio-Zinc C26.3
1 Plg. Lámina Alumino-Zinc C26.4
50 Tornillo p/Lámina 12-b1
65 Tornillo p/lámina 12-a3",1,FALSO,FALSO,FALSO,FALSO
2428,2,1,75,207,FALSO,1 Bolsa de Cemento.,1,FALSO,FALSO,FALSO,FALSO
2429,2,3,1973,111,FALSO,Super Gasolina Defenda,1,FALSO,FALSO,FALSO,FALSO
2430,2,3,15467,30,FALSO,Teclado Comp. Genius KB200,3,FALSO,FALSO,FALSO,FALSO
2431,2,1,28000865,12,FALSO,"Pago de Servicios de Energía Eléctrica csa ubicada en 5a. Av, Nte. N. 4-2, Santa Tecla",3,FALSO,FALSO,FALSO,FALSO
2433,2,3,4281,258,FALSO,"Materiales de Enderazado y Pintura
Mano de Obra de Enderazado y Pintura",3,FALSO,FALSO,FALSO,FALSO
2434,2,1,07DS000F6811457,13,FALSO,"Pago de Servicios de Agua Potable en casa ubicada en 10 Calle Ote. Y 13 Av. Sur No.32, Col. Utila, Santa Tecla",3,FALSO,FALSO,FALSO,FALSO
2435,2,1,27936807,12,FALSO,"Pago de Consumo de energía eléctrica en casa ubicada en 10a. Calle ote, y 13 Av, Sur, Col, Utila, Casa No. 32, Santa Tecla.",3,FALSO,FALSO,FALSO,FALSO
2436,2,1,27936807,12,FALSO,"Pago de impuestos municipales para casa ubicada en Col. Utila, 10a. C. ote, y 13a. Av. Sur, Casa No. 32.",3,FALSO,FALSO,FALSO,FALSO
2437,2,3,213,213,FALSO,"1 Amlosyn 5 Mg x 30 tab.
1 CD-Diovan
1 Vytorin
30 Vitamina C
1 Algodón 10 Grms.",3,FALSO,FALSO,FALSO,FALSO
2438,2,3,5234158,3,FALSO,"Servicios de Telefonía de Línea Fija en casa ubicada en 10a. C. Ote. Y 13a. Av. Sur, Casa No. 32, Col. Utila",3,FALSO,FALSO,FALSO,FALSO
2439,2,1,07DS000U1257900,3,FALSO,Servicios de Telefonía Celular CLARO.,3,FALSO,FALSO,FALSO,FALSO
2440,2,3,1875849,124,FALSO,336 Premium Techron,2,FALSO,FALSO,FALSO,FALSO
2441,2,1,2005171,40,FALSO,Mes de Señal de Cable Período 01/2008,3,FALSO,FALSO,FALSO,FALSO
2442,2,3,4287,258,FALSO,Afinado de Carro Honda,3,FALSO,FALSO,FALSO,FALSO
2443,2,3,1849,158,FALSO,"2 Bolsos de Nylon
2 Estuche de Tela
1 Protector
1 Petate de Playa
2 Sets de Guantes
1 Papel de China
2 Set de 12 PCS Papel
1 Papel de China Color
1 Sandalias
2 Cestas Plásticas
1 Potacubiertas
1 Camino de Mesa
4 Individual de Mesa
2 Cortinas ",3,FALSO,FALSO,FALSO,FALSO
2444,2,3,1850,158,FALSO,"1 Juego de Portavaso
1 Paraguas
2 Bolso de krinkle",3,FALSO,FALSO,FALSO,FALSO
